Date,Economic Policy Uncertainty,Monetary policy,Fiscal Policy,Health care,National security,Entitlement programs,Regulation,Financial Regulation,Trade policy,Sovereign debt
1/1/04,91.41056812,94.51192914,131.2189128,185.8738988,145.2369664,186.7428814,113.9143471,38.52213889,44.99439431,25.80870374
2/1/04,81.16808169,53.07184275,111.1953388,135.3592522,102.397804,68.54122758,62.17867262,48.88733592,63.44565411,27.2942349
3/1/04,63.46619788,38.91576892,73.43260281,102.4543849,84.91315697,101.1677428,56.40432508,0,54.67596349,8.253166953
4/1/04,58.45098921,57.15698577,64.59898263,97.09715066,65.88141216,40.75133345,39.4614019,41.36815683,38.06918651,16.79724383
5/1/04,75.19951025,92.67783958,62.95430409,68.93911118,100.7672593,32.03164588,62.14824158,78.63077444,72.89034826,41.8097728
6/1/04,76.65543128,114.736083,62.70184062,72.58685324,88.0939178,50.04074506,80.65448991,91.73058969,31.05582763,0
7/1/04,59.93571509,73.34909203,52.98298577,65.53624565,75.04907199,33.25832736,76.72802133,44.23951423,21.92161079,17.96313794
8/1/04,66.50676626,95.12458581,61.22607302,90.65845607,115.682762,64.41028187,56.46669786,19.47208555,30.32488921,0
9/1/04,71.6541946,71.32165237,63.29700611,139.0358413,120.0375634,114.7884268,84.04305303,64.55894409,26.6137924,25.44270584
10/1/04,98.43444356,107.7022302,131.9171309,238.1489472,172.2232406,153.9486649,84.93966031,35.05665419,60.05510127,15.65795372
11/1/04,72.93830695,78.57551175,79.84567042,138.0185516,122.0305872,149.4230976,55.37901832,33.92819089,35.22542144,25.25654806
12/1/04,38.38450628,28.59229406,37.24450986,42.20191944,32.95661386,47.20854155,46.65872388,26.33790372,32.22794465,8.402677794
1/1/05,63.28755909,77.83283293,66.5608974,99.86236564,71.04617949,113.6973153,57.92331345,80.47512344,11.39346232,32.67634757
2/1/05,60.01146221,31.34054454,66.4522156,105.3903897,87.95495503,170.8211277,61.96230978,43.30419812,25.28995302,8.059039786
3/1/05,54.56060965,42.25327753,64.21262934,79.62372998,60.93732738,98.03969848,75.4931462,51.89569624,35.35868899,14.48691462
4/1/05,62.47120315,68.83730803,59.05549097,49.05973745,46.3059974,89.43668775,68.29183329,37.50039336,61.05591336,45.68029852
5/1/05,69.62570491,60.59286998,50.46590156,70.43236203,55.01082923,76.12079545,61.51019929,41.60151028,124.1773653,46.45298716
6/1/05,56.45053984,61.41351474,42.21767127,42.43266083,37.72484722,28.58787292,51.23145235,53.70693015,64.12445165,31.98406109
7/1/05,50.4979448,56.60819119,30.4697,31.08538838,42.42040955,33.50872146,35.02914009,36.72173038,94.36128268,147.6148969
8/1/05,52.903439,42.41258188,42.78195206,32.02916087,67.91377187,39.14292582,38.94648467,24.63780289,32.88833902,7.860288405
9/1/05,82.20472081,126.8743665,50.15339636,52.18263686,58.31485867,88.61404484,39.30937702,40.53323232,21.04150197,15.08670965
10/1/05,59.56882817,80.45718733,49.16952589,75.64640226,52.03660463,63.58903951,47.54868795,42.63163249,38.30333848,21.97072613
11/1/05,48.35186939,32.46609598,51.7575518,49.92881749,63.2734258,65.38130653,31.06362803,13.29167624,20.69981709,44.5251671
12/1/05,56.89408922,78.73817649,38.59700296,54.30203783,45.16742813,42.92587076,52.86923774,27.36980371,39.96038953,15.28080509
1/1/06,60.81727222,62.22241081,54.01584102,99.56219162,63.92737179,89.75141029,43.61324084,53.00940352,18.05875196,51.79233839
2/1/06,58.18459467,60.371622,45.97355057,79.91271532,52.29276511,69.50133133,45.18928383,68.6562422,24.0574339,0
3/1/06,49.84178582,46.38076047,42.4838282,43.29759824,53.08928204,42.0399844,36.16251347,33.09591633,49.19917017,26.87671963
4/1/06,67.66570897,57.94457798,60.01895537,55.46455823,53.9623066,53.77312674,100.0020077,31.96160184,22.39895744,7.137778748
5/1/06,64.2031104,95.86812371,44.25902623,44.62013177,49.65110127,38.33946133,44.3055891,21.38979532,38.07021502,27.29625867
6/1/06,65.83484641,91.21692512,35.98867889,49.24248367,45.53733287,22.11720623,86.93401369,29.08551739,35.23052201,21.65160442
7/1/06,69.18348683,120.163635,37.95607106,64.79237876,55.5217368,25.90346544,56.4843805,50.4662021,47.15618109,7.513527986
8/1/06,69.11658864,134.5969372,35.10652123,79.82813965,42.38938264,67.00718025,46.60005555,52.56200585,38.52119486,13.8098051
9/1/06,37.60639002,35.06334046,23.05206476,31.85390454,41.79726784,29.50848748,44.27069317,21.95059556,31.74302992,14.00595764
10/1/06,41.30012458,36.0965598,39.11098546,52.7755113,58.79155134,42.32868146,48.70962433,23.75034823,18.49382483,13.26003087
11/1/06,51.44379651,48.19654219,44.04417659,74.00588197,55.97235229,41.62183358,85.28033517,30.40851624,37.88540815,6.79093814
12/1/06,37.547709,17.61622867,38.44352871,51.17545684,43.62234918,36.29273519,46.74143339,15.90907655,14.86561824,14.21148652
1/1/07,55.21650084,44.72173253,52.47217446,100.0022295,61.9081917,72.55643619,65.87992576,21.20361722,56.60827427,20.29400276
2/1/07,38.35768586,27.48456458,35.01183356,38.175005,36.15629446,33.39008646,49.50867058,28.48220366,19.7141394,0
3/1/07,55.67711834,59.73266382,39.43218961,51.35480631,44.05801374,32.18505149,44.14277813,42.32536719,13.18309811,6.301501157
4/1/07,40.69189717,31.23259476,35.61989784,33.89498646,33.50957115,14.37812314,45.83422466,17.79589302,18.47631174,6.623737011
5/1/07,52.4370198,36.2766463,52.97252077,49.74261223,38.46550444,35.53159843,57.26899038,33.98275413,13.23077658,0
6/1/07,50.5290555,42.45996474,44.28305238,33.50307218,40.19312622,44.25843304,51.52249371,52.77037852,21.7540717,20.7968274
7/1/07,37.26598941,25.43432021,28.49591827,33.27224392,35.6115163,45.71164301,35.87607437,33.91028435,16.80325989,20.65354218
8/1/07,74.68660422,148.9329355,43.12329964,49.30179848,39.43107862,72.9926822,58.16299666,80.53090985,51.50971758,12.84603542
9/1/07,75.64817454,154.1409048,38.86300473,90.90312559,43.16764274,44.23145647,105.850383,295.3101334,23.22736333,13.32317387
10/1/07,69.60902153,122.1359633,42.17807398,50.25105092,43.06101546,29.01883252,55.54772194,87.630318,50.6264282,6.312875707
11/1/07,63.24736053,94.69215131,37.92471476,49.95633625,45.31433085,15.59702978,51.62591318,37.42371621,31.38255891,32.14460608
12/1/07,89.23051494,125.2693112,75.98911539,97.55178255,48.82766607,60.93514865,94.93121343,39.68518834,54.67259498,13.63482706
1/1/08,158.6615572,238.2866373,189.8703773,239.4068166,140.0340612,248.7618198,126.7026292,28.1408551,70.12034213,56.5606438
2/1/08,100.3556417,102.750519,114.5269699,124.4790775,93.6190536,109.8326388,102.5335054,161.2318087,76.72336887,6.667937353
3/1/08,102.1251884,161.235678,94.10751657,80.79042245,76.40648508,67.54136139,106.3242855,172.7658227,67.26429506,74.6761525
4/1/08,85.41378822,88.15247823,75.38602717,96.44428833,55.39707239,72.45893867,91.68641297,113.2408854,98.93136234,12.33627211
5/1/08,76.14960087,48.31972309,87.25166955,82.63770407,43.67670914,51.39225963,98.46166484,87.38140324,36.14720449,0
6/1/08,84.79144606,51.21319244,75.84423624,60.65985501,70.87758309,55.34202729,129.306143,44.78661352,30.22435743,0
7/1/08,88.70942407,94.88114733,83.42812303,97.02986872,81.48368061,92.3369398,166.1966288,315.2136221,29.00764039,51.19609357
8/1/08,77.44875373,66.78899498,81.62045162,107.1189175,77.38935951,76.5544439,89.63137268,92.28441668,41.37374093,6.245237753
9/1/08,160.5341872,202.1720929,110.2869053,115.8468886,152.9493648,88.50889159,286.3897313,877.5459465,26.36619621,25.20600463
10/1/08,217.3119918,181.9019392,243.7280516,274.9538984,193.7261333,183.0375799,328.5254154,729.5290862,54.19718111,161.1939555
11/1/08,195.2114371,142.7077398,186.9914637,241.91069,187.5524624,131.199602,226.8044467,471.5262166,57.85647983,38.29196871
12/1/08,145.6088841,113.5509472,142.4529347,153.772827,95.2149276,121.1455575,174.9586507,319.3605349,31.9403406,45.80230495
1/1/09,187.9008193,71.8785307,214.7670311,267.449166,124.979848,226.5673799,176.2970014,241.8147817,62.76511783,19.28676365
2/1/09,214.1350275,145.2466263,280.1123696,429.5794699,87.44795661,424.3046891,238.9001722,655.1950292,30.99252292,13.67481189
3/1/09,162.0978566,93.09614136,185.8047545,224.7510415,83.26821385,166.8049382,214.530212,389.0249978,53.0670495,19.02447765
4/1/09,113.0508182,71.04363567,119.3916576,131.2365493,61.30825172,101.863045,171.193741,268.6270567,13.35149535,19.14598435
5/1/09,107.7207904,88.83601039,101.9246828,110.9807019,56.69502296,73.94863486,120.9377614,198.8163062,22.43673551,6.434835588
6/1/09,90.88646845,44.02606696,107.1718998,143.9224038,36.82917727,73.83488032,117.8420438,155.9799389,38.86650438,0
7/1/09,104.9988722,46.60460584,121.0251355,230.3288655,55.26440748,112.9350467,129.198375,129.9993421,21.18712196,0
8/1/09,81.88142303,46.04740416,70.91820288,148.9590594,33.55575761,94.6600582,93.82413888,135.2418014,38.29437723,0
9/1/09,77.22976889,71.18106653,74.99486528,148.6733362,47.19138514,71.78469661,113.9239877,96.5967726,31.91048981,13.07414259
10/1/09,71.23211823,30.44925687,82.66067952,139.6667865,23.73711698,84.68709334,108.0717751,107.2440823,17.12992555,12.28211815
11/1/09,101.9499689,108.7670688,99.65551906,171.6158914,64.52554477,103.891897,107.6249128,143.9697762,38.89384948,104.9856103
12/1/09,110.5395416,71.07693765,127.9364768,210.3347391,68.88681218,148.0148696,216.0605594,256.5825932,18.3719258,13.17262954
1/1/10,134.1794819,107.869463,166.646371,351.853586,95.22423425,201.1350001,197.5788376,195.9297606,67.56485044,25.00327537
2/1/10,129.5249078,80.11703622,154.9146622,304.8667501,52.46327928,166.6736714,181.909729,250.9204144,48.27175886,138.4429707
3/1/10,95.82079396,44.52599666,108.5558791,231.6541705,40.23300036,151.8937379,136.1746478,143.8198702,55.9945366,65.42630027
4/1/10,75.01658031,42.10283668,89.35697002,153.9634493,39.72571734,89.23724673,115.8344526,243.3979698,24.99272229,53.75917725
5/1/10,99.73916158,54.59911353,110.2068139,129.5260126,60.80493432,92.57645864,170.581372,159.6640869,68.37962102,499.1945351
6/1/10,113.4592534,102.0050105,143.6194281,226.5691539,72.2903108,138.8419233,210.2263105,353.0705176,37.69167595,445.1151271
7/1/10,156.1082106,159.494038,185.6708357,282.5406377,97.2239337,290.6300962,281.4305707,551.3171045,46.41052616,366.0386733
8/1/10,137.7870242,133.6367676,191.3336778,295.1638274,86.21651782,202.3171654,219.812337,291.0739676,61.38499699,60.94094536
9/1/10,180.5002563,108.2014296,258.3348742,345.2139396,111.0769715,208.2054256,250.9567881,385.3526956,56.40317183,187.6459965
10/1/10,199.7295515,109.0729368,332.493007,568.7115454,159.1747305,402.636646,384.3900328,332.2305983,66.76128383,167.536917
11/1/10,151.6407619,114.8108344,228.1788187,387.3712738,101.7965601,259.3240361,205.0934316,133.6507884,72.39697662,214.1224373
12/1/10,137.5047147,77.00285044,206.7215544,193.9704392,58.91694016,303.8157878,182.102882,160.5444963,93.19086593,208.6014176
1/1/11,119.630979,44.67372723,166.6075222,266.7065358,63.84764677,192.317429,180.4621919,188.6104867,66.75747673,114.8759061
2/1/11,99.31581681,41.62163016,118.0621849,205.3416296,69.26119702,138.7639402,151.9175808,112.070558,34.44736087,26.34525907
3/1/11,120.9315332,70.49472001,134.3887436,213.0344898,76.14258382,121.2165147,202.995282,179.9444837,50.76755099,122.3047394
4/1/11,99.55070087,62.22722475,138.7366949,185.1527651,67.54269845,150.9414094,133.949979,230.3804575,32.03423577,73.49912032
5/1/11,80.95620872,55.08151473,109.3923868,145.1040479,67.19454021,111.8374173,93.66033689,87.76398381,21.35615718,104.1237538
6/1/11,108.1815295,91.96403892,138.4162359,182.9352228,54.13460257,144.6106637,157.2190898,149.8325786,44.87347102,218.78441
7/1/11,171.1993248,160.6455721,285.8952805,343.9058465,68.37895099,420.2481469,213.6142215,260.2498906,80.11757207,432.5204272
8/1/11,215.1243049,231.1489688,322.0823056,398.3092802,107.6064489,399.8623553,215.992421,224.1302931,60.41245417,1045.99138
9/1/11,189.7194377,122.6990252,276.2620443,364.7379113,102.4329045,303.8583777,292.3345189,160.2588858,159.818438,414.4057224
10/1/11,117.9021636,75.55926705,130.4084038,157.6535327,62.81475791,122.4959707,228.7467324,473.0741562,118.5563337,613.2476516
11/1/11,114.7872495,78.17902266,149.9675699,194.1333288,80.17232918,223.2837947,137.9363582,165.7486095,22.25249224,619.0534941
12/1/11,155.8550561,88.3977209,210.2094224,295.5974325,124.2731682,368.733511,191.4230549,140.2877799,45.12034065,687.8883103
1/1/12,134.6205399,76.10838963,180.0323519,255.6283389,78.9799665,241.4580571,170.8091404,109.258506,80.35047199,718.4444051
2/1/12,100.1706045,71.55014348,120.1615117,159.7940722,56.45476709,130.4656768,107.4297326,95.98353648,22.42202127,171.4830815
3/1/12,77.73001804,30.02006196,87.92420879,143.5321773,50.99288652,79.68492302,99.96063867,110.6123908,24.93271807,84.5080499
4/1/12,82.54038785,62.48596278,94.93068374,176.2377313,36.92247057,96.90909565,87.03209207,88.78811143,28.6084827,540.1550698
5/1/12,102.4768738,61.2218438,139.3484609,197.6877183,66.08255558,171.5347342,114.7634689,159.0620909,36.03136694,219.592478
6/1/12,147.0294844,131.7220107,191.3475238,320.9768696,49.73834648,267.6088808,164.5728963,164.3095002,39.36734007,726.8270812
7/1/12,149.4687314,123.2763436,218.7703526,336.7158282,68.81858179,278.9929747,174.4174292,365.6903819,62.44611917,487.1381519
8/1/12,129.1011302,107.4255666,188.9816261,277.9425277,102.9525779,222.6365953,195.7168138,151.308076,80.11757207,290.599662
9/1/12,140.912898,136.6684875,201.772549,287.9534883,95.24183107,202.1598984,200.7565548,321.0899999,49.50991264,546.676841
10/1/12,158.6864596,89.77890547,266.0443056,409.4858155,129.0242722,321.3351072,227.6320205,265.1456492,71.27873363,267.8695577
11/1/12,191.8661223,126.0698109,372.0898434,441.4509392,142.676354,452.7822477,173.4417549,242.8449497,16.97029031,417.1769155
12/1/12,193.6968731,104.012226,374.3071494,381.1667072,92.40148403,483.673871,180.2066017,206.5189909,36.9075276,249.50465
1/1/13,181.2832499,97.48262089,320.7264732,342.84584,128.4844539,473.4056416,123.0407677,141.9463546,24.02830689,192.9563113
2/1/13,130.5416213,77.29902954,203.9597973,243.7399945,105.8011907,289.1277207,151.4949695,200.1595642,45.99130947,139.2305881
3/1/13,127.9070712,74.67810942,187.6465911,211.2827749,67.23209663,273.4087282,110.9141055,76.0951694,73.47431258,244.7113569
4/1/13,77.20171117,34.01666527,90.06354124,117.7389835,38.55953583,112.1470148,75.64076009,47.96109875,32.36666668,28.56224901
5/1/13,71.64556253,35.08108827,76.21527347,122.9664676,31.16085322,91.26282085,104.9256148,37.286633,19.35613611,27.75661224
6/1/13,77.76306849,55.33706099,79.96822391,129.0128631,36.72621661,124.7311828,85.42131734,89.5488321,34.8647607,38.45839249
7/1/13,86.72034179,51.4595493,78.13582097,174.815843,91.14583363,108.3354304,160.2553919,153.3599472,54.2807735,15.56767708
8/1/13,88.39750147,76.71285394,85.88088713,163.4567709,59.24620755,133.0867961,135.4415669,72.3077029,40.94855916,110.1000936
9/1/13,110.4268635,93.53116019,119.3175839,264.62898,109.3701613,135.7464522,111.9256912,100.5719005,60.039905,74.8669166
10/1/13,177.4345582,159.4561084,268.6196513,538.1047089,109.6818509,357.2540715,117.1536497,111.0884514,52.86227517,96.47815564
11/1/13,78.70875094,67.16274175,76.77225804,137.3674792,43.77438265,85.7994056,91.58707931,87.89878642,15.79492397,0
12/1/13,92.19047652,95.22825316,100.146582,217.8273955,47.14612108,203.7428852,115.3928197,155.6320426,13.77124179,23.69747864
1/1/14,94.84290588,76.3170739,110.1885923,253.2618115,52.71442854,219.1129563,170.9237261,134.0600297,33.09905276,36.51068691
2/1/14,84.19193938,44.05551531,82.55332493,232.6907175,71.77026657,178.0343791,160.1394483,86.71348412,189.0607716,46.47639381
3/1/14,68.82542601,45.16197703,63.41956436,104.6770668,66.11635153,113.0242257,86.24160875,58.9622345,145.3894998,117.0458328
4/1/14,55.37443615,25.73011666,57.50331656,91.26114795,25.90857217,80.72808594,80.38736009,42.79419045,17.94304974,22.05450234
5/1/14,61.99283869,30.26387097,62.75958386,80.9493574,33.33140153,75.79783885,97.09440753,71.31500388,22.717341,7.239236655
6/1/14,57.39754543,18.68332577,60.58691586,72.09999148,30.3186284,52.08088978,94.48127758,70.24579079,13.67467687,39.21885041
7/1/14,70.09205724,42.36643003,68.22263992,106.9244986,51.752608,73.52795928,92.40323712,76.65822026,29.84595603,23.34489103
8/1/14,48.06057923,34.95971678,43.34967015,77.6776709,26.3741662,43.44647829,87.86281964,86.56795728,16.17801261,46.39839483
9/1/14,53.5586027,45.6362195,50.09061989,99.00848939,40.88406891,81.20526849,70.49900886,74.58351721,15.83901564,7.571025762
10/1/14,63.70123757,41.2695438,67.91616276,119.0152742,56.63373096,89.59035207,113.285582,47.12677933,12.23216313,7.016346795
11/1/14,55.98092109,32.1126885,68.39020385,108.9995811,29.15709202,86.33640062,98.92647799,76.56188643,5.419718111,15.54370285
12/1/14,63.20245802,37.34541893,67.70636952,90.63093563,35.20309782,55.0542556,105.812478,84.2470506,5.46676264,47.03587842
1/1/15,75.96394725,51.93628701,86.93115905,129.5660811,64.12898101,99.21678393,118.0796691,70.25647555,15.63057927,52.29975442
2/1/15,67.14075159,36.31179571,55.68403862,60.24419876,42.00929106,59.86718392,126.2703416,56.93404752,5.541646652,31.78678563
3/1/15,60.38094378,33.92811263,66.8351951,73.64056216,46.21776516,77.17634347,75.60693218,41.88548255,15.05317739,21.58618876
4/1/15,63.69088602,35.80220842,42.88079298,75.89199812,65.43965469,41.08677474,81.24427565,28.81690304,37.39838197,28.60219294
5/1/15,61.5439999,31.08436626,64.94575255,73.27946304,30.43116605,76.90339815,87.65792598,43.28317619,77.77746483,96.66153051
6/1/15,62.06819606,33.04261791,65.418659,108.3669706,27.27402939,95.98432646,87.44480841,53.71294759,52.97830824,31.98764465
7/1/15,64.79266556,52.275352,61.78919649,89.82878624,63.39189933,85.43964375,111.6029267,228.2839483,47.21729255,23.89743015
8/1/15,72.44541578,74.79461288,53.29732136,52.67340759,45.79093196,42.17331635,104.6041892,46.8934848,19.66183076,169.169862
9/1/15,76.19562794,104.9944017,41.32708985,52.31941872,42.76420093,34.86146264,73.08088467,54.33483402,27.50099832,145.6109836
10/1/15,61.45278426,63.58585267,52.54172967,73.93838048,38.80745343,68.12798536,79.39793462,38.53444564,68.01325058,74.58229681
11/1/15,50.41662902,35.1537256,41.14262306,58.91121172,39.30389005,42.11984809,70.99149811,110.7804993,28.75403663,6.34356298
12/1/15,63.77517308,60.35844994,50.99778966,59.43230502,57.97628911,58.24135209,76.84911835,53.89739955,35.34198609,31.67515582
1/1/16,71.48565437,55.45720481,68.61171286,104.525637,59.47439331,77.26229065,106.613728,47.98003128,39.55859594,31.51491605
2/1/16,72.25809301,65.95661833,68.26779053,110.2089752,36.60820231,48.70184649,96.14787503,117.5926402,30.52218672,162.5693779
3/1/16,59.48715776,50.41493833,61.90756345,75.84642836,32.68015594,43.1826821,81.85757542,100.9563435,43.23675186,56.36482541
4/1/16,48.45343948,37.04986349,41.96526184,61.82960859,27.24164345,25.80463204,79.90909897,62.05204898,20.13268243,80.83649329
5/1/16,54.39399318,39.74792311,53.4877288,66.49455311,34.9416754,49.61203902,63.41234829,44.14448492,48.52835079,46.39295804
6/1/16,114.1396799,170.2187436,67.83637967,84.69730283,88.38683844,46.11904535,151.1394136,112.3899331,143.0128682,250.9932011
7/1/16,89.1917433,116.0823669,67.38028847,70.67789627,79.21282914,58.47744317,96.13253068,79.09870225,84.40420359,287.8676188
8/1/16,68.53096879,65.26916129,68.25003033,105.6417255,48.66411949,47.97315916,66.29650314,27.57933197,156.7701453,36.9546878
9/1/16,46.39456821,39.3724855,41.25854533,55.14881314,36.49096699,27.57899966,72.26811287,51.04401977,62.75802678,5.999648567
10/1/16,65.24505285,54.63936885,74.63824799,123.6030463,46.80876317,64.47039025,77.02360916,69.97930413,71.25772402,60.10779775
11/1/16,123.1515871,111.1606108,141.4441789,270.2908462,138.7206204,122.4473888,189.5761611,280.7633142,325.7920892,110.6489351
12/1/16,120.2690069,86.74044013,160.9049265,185.2261299,134.7614149,154.5800203,213.303956,95.9944903,105.5274358,88.27342357
1/1/17,132.8205757,86.05067716,167.8719814,350.6417851,112.8513758,190.7150752,199.5326357,93.57782042,302.1828963,61.46509445
2/1/17,116.9097423,99.29187544,121.3579793,201.3761446,94.47168567,154.7063553,180.9976129,144.8639164,185.7916067,50.74749132
3/1/17,108.1169866,50.93557316,106.6963839,202.3467308,114.6151424,139.5801702,152.4152986,43.11521881,140.2157438,16.99172508
4/1/17,92.24573508,36.36981846,110.4240344,167.1627059,68.80684259,112.6214124,108.0856143,38.13258627,125.1344807,42.57952484
5/1/17,90.45716001,42.42730577,106.8251595,164.8222338,88.87355079,102.6260394,89.58094987,44.98656573,94.14300822,12.55820009
6/1/17,88.80756397,47.22938022,88.48338915,197.8523145,46.2186943,129.3383791,84.76648294,104.9069486,86.49372413,62.01580595
7/1/17,93.58327439,38.02158187,110.0679233,218.896521,62.32756984,168.94367,143.6292121,268.4061485,63.71994242,36.54964449
8/1/17,67.29953185,23.32461841,83.1181381,127.688246,49.69192939,106.5889916,97.14184075,64.75101374,96.25647202,52.58337086
9/1/17,82.58502272,35.04265408,83.79073258,120.3031495,48.59212342,131.9624919,111.7225777,59.98878236,82.30178118,19.13844073
10/1/17,68.7551307,47.63155039,83.03103645,113.6094623,44.88579223,72.12549681,74.84416072,38.7141082,114.5538301,17.29154503
11/1/17,86.42735765,21.46714647,138.3632371,231.5615914,79.32387714,80.44772723,75.95538013,44.82230447,47.22042094,5.888162741
12/1/17,83.12895214,26.80166478,134.8739551,193.9770783,64.48193784,101.9600428,86.62256495,28.37753856,148.0492744,12.67474594
1/1/18,108.7466664,31.98508399,132.602981,184.1968683,111.1753586,164.1789774,128.4070542,10.81217815,271.5186527,24.1461413
2/1/18,79.59378909,43.19099216,100.5902548,96.22557178,32.6574689,65.68242978,81.6105144,32.9053435,51.24519884,13.36097908
3/1/18,70.94969988,27.38204586,80.3433151,65.43244807,95.71285526,42.53658106,84.85849621,62.37965737,342.1266632,24.22756041
4/1/18,84.52730022,30.68817577,96.29180315,103.4957578,132.4158493,91.89520898,110.5588397,101.7667201,279.5527418,44.19120681
5/1/18,84.42240068,29.94978698,91.73855096,117.3418146,102.6614244,111.8351987,105.2670062,67.61853834,197.9750138,42.28227582
6/1/18,100.2010024,29.21049918,111.6313631,99.33481667,155.6047525,48.59462896,92.40171292,56.80443889,318.9378033,93.47409173
7/1/18,93.81899575,62.88610322,107.2556611,75.99233898,164.7023815,54.09579981,86.60279537,57.58902146,535.4803936,68.08756958
8/1/18,80.29831288,41.67666292,82.92614261,90.4181697,78.21082371,102.410901,102.7753676,37.15221423,313.4033012,96.79792257
9/1/18,58.84760968,20.14998197,66.61700363,80.5933118,64.9993752,62.96695681,85.47581337,60.8040452,186.8946604,28.58731772
10/1/18,84.64519171,34.80853867,107.6616864,177.322999,103.2939147,162.1641017,158.7015462,51.42343119,386.2893511,20.26599492
11/1/18,75.27641742,42.64734422,88.85192869,164.9009797,78.71953492,118.5041436,108.395988,45.45345087,209.8329449,14.50118074
12/1/18,120.5576369,151.2089753,114.9975938,143.7185945,143.3876174,110.6589348,118.3240664,62.36719708,334.5508708,7.737813644
1/1/19,143.1945081,150.2925769,147.7210555,222.8739653,182.8266944,199.8757135,125.0758352,83.69325714,483.3436181,70.0900359